Latitude,Longitude,pCO2_ppm,temperature_degC,salinity_PSU,Chlorophyll_mgPerm3,year,month,day,hour,minute
36.536495,-1.30071666666667,NaN,25.8735,36.978,0.86194,2017,10,22,20,24
36.5351828205128,-1.30164076923077,NaN,25.1313846153846,37.1252307692308,0.848692307692308,2017,10,22,20,25
36.5327685897436,-1.30338884615385,NaN,22.8262307692308,37.1318461538462,0.865166153846154,2017,10,22,20,26
36.4512596153846,-1.34740269230769,392.40534921897,21.8394615384615,36.5853076923077,0.861833846153846,2017,10,22,21,1
36.445945,-1.34871641025641,392.246482364325,21.8296153846154,36.579,0.854603076923077,2017,10,22,21,3
36.4433267948718,-1.34890666666667,392.180085952072,21.8398461538462,36.5798461538462,0.842646153846154,2017,10,22,21,4
36.4410266666667,-1.34894074074074,392.096257310515,21.8536666666667,36.5818888888889,0.844773333333333,2017,10,22,21,5
35.9926854166667,-4.64469347222222,NaN,26.2216666666667,36.5934166666667,0.92335,2017,10,23,13,48
35.995288974359,-4.64939346153846,NaN,23.3172307692308,36.911,0.933495384615385,2017,10,23,13,49
35.9979298717949,-4.65420487179487,NaN,22.0138461538462,36.898,0.950649230769231,2017,10,23,13,50
36.0005767948718,-4.65941064102564,NaN,21.8186153846154,36.5796153846154,0.932683076923077,2017,10,23,13,51
36.0031419230769,-4.66463358974359,NaN,21.802,36.5173076923077,0.915956923076923,2017,10,23,13,52
